empresa_id,tipo_energia,proyecto_id,capacidad_generacion,reduccion_emisiones,costo_proyecto,estado_proyecto,total_inversion,energia_generada_total,emisiones_evitadas_total,retorno_estimado
EMP010983,Hidroeléctrica,PROJ015646,7491.25,292.65,36.31,En desarrollo,342.82,10095.73,2466.0,0.14
EMP021940,Geotérmica,PROJ015647,3289.13,711.64,303.67,En desarrollo,380.61,3453.49,3687.07,0.1
EMP016340,Hidroeléctrica,PROJ015648,8501.02,1576.2,120.32,En desarrollo,120.32,8501.02,1576.2,0.08
EMP009031,Solar,PROJ015649,6599.61,4439.27,81.47,En desarrollo,81.47,6599.61,4439.27,0.02
EMP011230,Solar,PROJ015650,468.14,3161.88,273.69,Finalizado,273.69,468.14,3161.88,0.09
EMP010571,Solar,PROJ015651,4199.76,3418.26,272.91,Finalizado,272.91,4199.76,3418.26,0.08
EMP008817,Solar,PROJ015652,8054.51,3781.54,194.17,Finalizado,194.17,8054.51,3781.54,0.05
EMP007828,Biomasa,PROJ015653,5639.96,2197.96,495.16,En desarrollo,882.5,11129.82,3120.09,0.28
EMP017092,Geotérmica,PROJ015654,7043.48,1046.58,61.03,Activo,61.03,7043.48,1046.58,0.06
EMP014299,Geotérmica,PROJ015655,8851.76,2542.31,376.59,En desarrollo,376.59,8851.76,2542.31,0.15
EMP010648,Geotérmica,PROJ015656,4454.86,2184.24,291.64,Activo,291.64,4454.86,2184.24,0.13
EMP004293,Solar,PROJ015657,6797.21,572.69,242.2,Activo,242.2,6797.21,572.69,0.42
EMP007495,Biomasa,PROJ015658,1714.02,3549.9,55.9,En desarrollo,55.9,1714.02,3549.9,0.02
EMP005013,Biomasa,PROJ015659,7288.64,3483.96,461.49,Finalizado,461.49,7288.64,3483.96,0.13
EMP001647,Solar,PROJ015660,4642.94,1160.88,52.01,Finalizado,52.01,4642.94,1160.88,0.04
EMP013098,Eólica,PROJ015661,7881.89,4650.62,418.09,Finalizado,644.78,15678.72,8683.79,0.07
EMP008026,Solar,PROJ015662,8804.38,3192.49,492.94,Finalizado,492.94,8804.38,3192.49,0.15
EMP023092,Eólica,PROJ015663,5631.8,4261.4,436.3,Finalizado,785.37,9182.15,4735.87,0.17
EMP009172,Hidroeléctrica,PROJ015664,2247.28,2200.74,247.11,En desarrollo,247.11,2247.28,2200.74,0.11
EMP014842,Hidroeléctrica,PROJ015665,1901.68,1024.16,152.02,Activo,152.02,1901.68,1024.16,0.15
EMP002911,Geotérmica,PROJ015666,1368.85,2628.1,125.28,Activo,125.28,1368.85,2628.1,0.05
EMP002177,Eólica,PROJ015667,685.53,4345.13,486.23,Activo,486.23,685.53,4345.13,0.11
EMP006968,Biomasa,PROJ015668,2319.23,4115.38,184.46,En desarrollo,184.46,2319.23,4115.38,0.04
EMP020986,Biomasa,PROJ015669,983.62,4680.94,193.61,En desarrollo,193.61,983.62,4680.94,0.04
EMP015258,Biomasa,PROJ015670,8611.5,186.1,477.23,Finalizado,477.23,8611.5,186.1,2.56
EMP000124,Eólica,PROJ015671,9591.7,475.73,422.83,En desarrollo,422.83,9591.7,475.73,0.89
EMP012029,Eólica,PROJ015672,5868.83,1051.83,257.48,Finalizado,257.48,5868.83,1051.83,0.24
EMP001089,Hidroeléctrica,PROJ015673,4408.9,2249.14,180.08,Activo,180.08,4408.9,2249.14,0.08
EMP005635,Geotérmica,PROJ015674,6200.7,1346.28,306.4,Activo,306.4,6200.7,1346.28,0.23
EMP014582,Solar,PROJ015675,9217.13,1221.35,284.71,Finalizado,284.71,9217.13,1221.35,0.23
EMP003660,Solar,PROJ015676,3964.78,2741.4,491.52,Activo,491.52,3964.78,2741.4,0.18
EMP015990,Hidroeléctrica,PROJ015677,9362.54,749.48,9.84,Activo,9.84,9362.54,749.48,0.01
EMP019053,Solar,PROJ015678,6785.34,3888.54,191.93,En desarrollo,191.93,6785.34,3888.54,0.05
EMP012991,Biomasa,PROJ015679,4779.03,2034.7,234.35,Finalizado,234.35,4779.03,2034.7,0.12
EMP019271,Geotérmica,PROJ015680,5915.91,3637.4,362.73,Activo,362.73,5915.91,3637.4,0.1
EMP012759,Eólica,PROJ015681,2334.81,2928.55,334.94,Finalizado,334.94,2334.81,2928.55,0.11
EMP015587,Solar,PROJ015682,1506.37,4705.07,10.19,En desarrollo,101.98,6423.15,6446.04,0.02
EMP024214,Eólica,PROJ015683,745.28,4048.32,71.63,Finalizado,71.63,745.28,4048.32,0.02
EMP000868,Eólica,PROJ015684,4819.35,328.83,440.71,Activo,557.42,11825.84,4436.04,0.13
EMP016644,Solar,PROJ015685,4211.48,1391.4,285.99,Activo,285.99,4211.48,1391.4,0.21
EMP008853,Eólica,PROJ015686,6491.75,3406.9,143.07,Activo,532.08,12194.51,6280.88,0.08
EMP012986,Eólica,PROJ015687,1842.09,1804.7,71.65,En desarrollo,207.09,3119.6,4695.73,0.04
EMP011230,Biomasa,PROJ015688,7642.81,3122.38,247.38,En desarrollo,247.38,7642.81,3122.38,0.08
EMP009505,Eólica,PROJ015689,3565.35,3665.62,295.13,Activo,295.13,3565.35,3665.62,0.08
EMP004849,Hidroeléctrica,PROJ015690,9402.35,1450.47,116.66,Finalizado,116.66,9402.35,1450.47,0.08
EMP003869,Eólica,PROJ015691,1900.6,4289.66,402.13,Finalizado,884.01,5194.41,5304.65,0.17
EMP020175,Eólica,PROJ015692,6546.87,4493.25,398.18,En desarrollo,398.18,6546.87,4493.25,0.09
EMP020102,Geotérmica,PROJ015693,6672.25,1576.59,196.08,Activo,196.08,6672.25,1576.59,0.12
EMP001379,Solar,PROJ015694,9647.23,2727.76,445.21,Finalizado,445.21,9647.23,2727.76,0.16
EMP007212,Eólica,PROJ015695,711.49,2484.44,331.3,En desarrollo,331.3,711.49,2484.44,0.13
EMP018764,Geotérmica,PROJ015696,4930.6,3654.39,64.05,Activo,64.05,4930.6,3654.39,0.02
EMP007126,Biomasa,PROJ015697,5629.99,193.98,176.85,Finalizado,662.76,6303.13,1932.35,0.34
EMP019376,Geotérmica,PROJ015698,2857.5,3201.66,470.75,Activo,470.75,2857.5,3201.66,0.15
EMP012832,Eólica,PROJ015699,7498.49,3305.97,375.0,Finalizado,375.0,7498.49,3305.97,0.11
EMP017590,Eólica,PROJ015700,5563.83,1162.46,53.74,En desarrollo,53.74,5563.83,1162.46,0.05
EMP008558,Solar,PROJ015701,1023.65,818.65,211.98,Activo,715.87,3721.51,9714.42,0.07
EMP013837,Solar,PROJ015702,8026.63,3694.17,332.92,Activo,332.92,8026.63,3694.17,0.09
EMP011757,Solar,PROJ015703,9402.09,4388.3,140.46,En desarrollo,140.46,9402.09,4388.3,0.03
EMP007461,Biomasa,PROJ015704,4393.64,1276.27,204.05,Finalizado,391.34,4899.27,4198.25,0.09
EMP012398,Geotérmica,PROJ015705,3136.32,4447.93,66.26,En desarrollo,66.26,3136.32,4447.93,0.01
EMP010392,Solar,PROJ015706,5171.52,4794.21,167.4,Finalizado,167.4,5171.52,4794.21,0.03
EMP015923,Geotérmica,PROJ015707,5858.07,899.5,356.03,Finalizado,356.03,5858.07,899.5,0.4
EMP019442,Biomasa,PROJ015708,9115.96,3573.85,86.81,Finalizado,86.81,9115.96,3573.85,0.02
EMP010584,Geotérmica,PROJ015709,894.45,3882.67,10.73,Finalizado,10.73,894.45,3882.67,0.0
EMP021358,Eólica,PROJ015710,6016.17,2407.15,408.14,Activo,408.14,6016.17,2407.15,0.17
EMP018791,Hidroeléctrica,PROJ015711,1304.11,1853.57,407.01,Finalizado,407.01,1304.11,1853.57,0.22
EMP015044,Geotérmica,PROJ015712,2379.38,3801.97,202.27,Activo,202.27,2379.38,3801.97,0.05
EMP010276,Hidroeléctrica,PROJ015713,451.07,3092.79,398.72,Finalizado,428.0,7416.21,7886.12,0.05
EMP000955,Eólica,PROJ015714,9348.36,2165.3,103.73,Finalizado,103.73,9348.36,2165.3,0.05
EMP015615,Hidroeléctrica,PROJ015715,9415.93,4569.51,461.56,En desarrollo,461.56,9415.93,4569.51,0.1
EMP015795,Solar,PROJ015716,2635.54,725.82,375.64,Activo,375.64,2635.54,725.82,0.52
EMP016997,Hidroeléctrica,PROJ015717,2224.47,397.95,33.91,En desarrollo,33.91,2224.47,397.95,0.09
EMP023667,Biomasa,PROJ015718,649.69,4614.07,141.2,En desarrollo,141.2,649.69,4614.07,0.03
EMP010041,Solar,PROJ015719,8140.82,1320.91,489.35,Finalizado,489.35,8140.82,1320.91,0.37
EMP009668,Geotérmica,PROJ015720,1149.0,3798.29,307.42,En desarrollo,307.42,1149.0,3798.29,0.08
EMP016918,Solar,PROJ015721,2954.19,3879.32,253.61,Activo,253.61,2954.19,3879.32,0.07
EMP009342,Geotérmica,PROJ015722,3224.92,1630.95,398.94,En desarrollo,398.94,3224.92,1630.95,0.24
EMP023474,Hidroeléctrica,PROJ015723,9234.54,2450.52,125.94,En desarrollo,425.36,10597.94,3505.17,0.12
EMP014338,Solar,PROJ015724,3743.97,3629.47,346.14,Activo,346.14,3743.97,3629.47,0.1
EMP013527,Geotérmica,PROJ015725,7610.81,3404.37,84.26,Finalizado,84.26,7610.81,3404.37,0.02
EMP001226,Hidroeléctrica,PROJ015726,5599.66,1407.77,253.34,En desarrollo,253.34,5599.66,1407.77,0.18
EMP017527,Biomasa,PROJ015727,5790.05,4112.68,271.6,En desarrollo,298.69,10938.78,7138.02,0.04
EMP002679,Biomasa,PROJ015728,5740.74,4214.03,15.99,Activo,15.99,5740.74,4214.03,0.0
EMP014358,Biomasa,PROJ015729,8557.02,1691.16,44.1,Finalizado,498.59,12230.24,2500.29,0.2
EMP008122,Geotérmica,PROJ015730,4722.99,1660.77,68.4,Activo,68.4,4722.99,1660.77,0.04
EMP007288,Solar,PROJ015731,6964.79,2642.95,142.97,Activo,142.97,6964.79,2642.95,0.05
EMP004729,Hidroeléctrica,PROJ015732,5921.61,671.27,246.19,En desarrollo,246.19,5921.61,671.27,0.37
EMP011346,Solar,PROJ015733,5903.36,3684.19,411.54,En desarrollo,411.54,5903.36,3684.19,0.11
EMP023430,Solar,PROJ015734,3432.56,2464.31,70.05,En desarrollo,70.05,3432.56,2464.31,0.03
EMP017730,Geotérmica,PROJ015735,1398.15,1811.24,304.08,Activo,304.08,1398.15,1811.24,0.17
EMP011123,Hidroeléctrica,PROJ015736,7098.83,4880.82,230.61,En desarrollo,230.61,7098.83,4880.82,0.05
EMP003777,Eólica,PROJ015737,522.82,4266.64,499.37,En desarrollo,499.37,522.82,4266.64,0.12
EMP008798,Solar,PROJ015738,3540.95,738.13,37.32,Finalizado,37.32,3540.95,738.13,0.05
EMP002162,Eólica,PROJ015739,8585.77,334.42,351.23,En desarrollo,351.23,8585.77,334.42,1.05
EMP009940,Eólica,PROJ015740,4189.38,558.67,13.25,Activo,13.25,4189.38,558.67,0.02
EMP004557,Hidroeléctrica,PROJ015741,434.08,2900.71,318.75,Activo,318.75,434.08,2900.71,0.11
EMP001488,Eólica,PROJ015742,8327.62,705.18,389.94,Finalizado,389.94,8327.62,705.18,0.55
EMP017874,Geotérmica,PROJ015743,5319.19,2607.94,19.38,Activo,284.78,12892.47,5830.47,0.05
EMP000165,Biomasa,PROJ015744,1468.45,1336.07,142.13,Finalizado,142.13,1468.45,1336.07,0.11
EMP004192,Solar,PROJ015745,2841.39,2067.39,334.74,Activo,334.74,2841.39,2067.39,0.16
EMP021864,Geotérmica,PROJ015746,7932.98,205.29,370.8,Finalizado,370.8,7932.98,205.29,1.81
EMP005064,Biomasa,PROJ015747,4774.99,3509.13,159.33,Finalizado,159.33,4774.99,3509.13,0.05
EMP020446,Eólica,PROJ015748,5378.17,2202.01,172.52,Finalizado,172.52,5378.17,2202.01,0.08
EMP008091,Hidroeléctrica,PROJ015749,2100.26,3011.65,304.05,En desarrollo,792.99,2422.51,3336.44,0.24
EMP021115,Eólica,PROJ015750,3431.94,4943.72,27.41,Activo,27.41,3431.94,4943.72,0.01
EMP022455,Geotérmica,PROJ015751,9697.0,3294.66,112.77,Finalizado,112.77,9697.0,3294.66,0.03
EMP007708,Eólica,PROJ015752,1166.72,3037.78,68.85,Finalizado,68.85,1166.72,3037.78,0.02
EMP014883,Biomasa,PROJ015753,4748.33,4070.96,482.78,Finalizado,482.78,4748.33,4070.96,0.12
EMP000220,Biomasa,PROJ015754,9168.59,3507.86,304.37,Activo,304.37,9168.59,3507.86,0.09
EMP018843,Eólica,PROJ015755,9035.11,4593.43,173.03,Finalizado,173.03,9035.11,4593.43,0.04
EMP011191,Geotérmica,PROJ015756,4000.09,2402.81,431.08,En desarrollo,431.08,4000.09,2402.81,0.18
EMP008216,Hidroeléctrica,PROJ015757,6721.6,2451.02,296.86,En desarrollo,296.86,6721.6,2451.02,0.12
EMP018372,Biomasa,PROJ015758,1563.68,3527.26,443.32,En desarrollo,443.32,1563.68,3527.26,0.13
EMP006643,Biomasa,PROJ015759,1088.98,2107.01,193.1,En desarrollo,193.1,1088.98,2107.01,0.09
EMP018017,Eólica,PROJ015760,2501.79,692.09,198.86,Activo,198.86,2501.79,692.09,0.29
EMP016336,Hidroeléctrica,PROJ015761,2390.06,3997.72,312.51,Finalizado,312.51,2390.06,3997.72,0.08
EMP006885,Geotérmica,PROJ015762,9611.83,3217.27,60.92,Finalizado,60.92,9611.83,3217.27,0.02
EMP008140,Eólica,PROJ015763,1220.72,3979.62,327.4,En desarrollo,327.4,1220.72,3979.62,0.08
EMP000154,Solar,PROJ015764,7404.92,1208.12,269.02,Activo,269.02,7404.92,1208.12,0.22
EMP011889,Biomasa,PROJ015765,9618.63,983.78,353.11,En desarrollo,353.11,9618.63,983.78,0.36
EMP016118,Hidroeléctrica,PROJ015766,3130.2,4238.98,389.49,Finalizado,389.49,3130.2,4238.98,0.09
EMP018331,Hidroeléctrica,PROJ015767,7013.45,2403.44,217.01,Activo,217.01,7013.45,2403.44,0.09
EMP007215,Biomasa,PROJ015768,7867.81,2804.32,223.47,Activo,223.47,7867.81,2804.32,0.08
EMP005769,Biomasa,PROJ015769,4862.41,77.21,46.02,En desarrollo,440.2,12946.78,3549.57,0.12
EMP005578,Biomasa,PROJ015770,1250.49,1409.62,459.01,Finalizado,608.66,8666.67,4644.44,0.13
EMP003989,Biomasa,PROJ015771,7197.27,2782.96,125.43,Finalizado,125.43,7197.27,2782.96,0.05
EMP011402,Geotérmica,PROJ015772,3343.28,516.73,136.53,Activo,136.53,3343.28,516.73,0.26
EMP001277,Hidroeléctrica,PROJ015773,5706.65,4955.94,110.0,Activo,110.0,5706.65,4955.94,0.02
EMP004834,Geotérmica,PROJ015774,6983.47,4590.88,331.47,Activo,331.47,6983.47,4590.88,0.07
EMP006969,Eólica,PROJ015775,1463.44,480.61,2.96,En desarrollo,2.96,1463.44,480.61,0.01
EMP017934,Biomasa,PROJ015776,1865.95,1256.73,302.11,En desarrollo,608.52,11494.5,1532.97,0.4
EMP020605,Hidroeléctrica,PROJ015777,6164.5,3241.48,18.53,Activo,18.53,6164.5,3241.48,0.01
EMP019713,Geotérmica,PROJ015778,9465.89,4548.0,390.07,Activo,390.07,9465.89,4548.0,0.09
EMP017055,Biomasa,PROJ015779,9871.55,3490.13,80.74,Finalizado,80.74,9871.55,3490.13,0.02
EMP022714,Solar,PROJ015780,113.8,4496.94,405.26,Finalizado,405.26,113.8,4496.94,0.09
EMP000755,Geotérmica,PROJ015781,8949.0,3847.06,98.94,Activo,98.94,8949.0,3847.06,0.03
EMP004219,Hidroeléctrica,PROJ015782,2430.32,3327.84,404.98,Finalizado,404.98,2430.32,3327.84,0.12
EMP021833,Hidroeléctrica,PROJ015783,4473.62,2217.66,64.53,En desarrollo,64.53,4473.62,2217.66,0.03
EMP002518,Eólica,PROJ015784,6202.51,4346.67,221.27,Activo,221.27,6202.51,4346.67,0.05
EMP003862,Eólica,PROJ015785,1359.6,3714.01,414.04,Finalizado,414.04,1359.6,3714.01,0.11
EMP000966,Geotérmica,PROJ015786,7141.38,887.92,415.76,En desarrollo,415.76,7141.38,887.92,0.47
EMP019937,Biomasa,PROJ015787,8386.53,4193.72,124.19,Finalizado,124.19,8386.53,4193.72,0.03
EMP008993,Hidroeléctrica,PROJ015788,198.25,2407.14,139.33,Finalizado,139.33,198.25,2407.14,0.06
EMP018473,Eólica,PROJ015789,6796.69,155.35,136.18,Activo,136.18,6796.69,155.35,0.88
EMP018860,Biomasa,PROJ015790,8633.76,817.77,306.83,En desarrollo,656.0,13212.66,1151.68,0.57
EMP022708,Eólica,PROJ015791,5759.44,153.48,333.33,Activo,414.9,12830.93,3895.4,0.11
EMP014648,Solar,PROJ015792,5857.78,2623.99,237.75,Finalizado,237.75,5857.78,2623.99,0.09
EMP012600,Geotérmica,PROJ015793,747.53,4186.53,366.63,Finalizado,366.63,747.53,4186.53,0.09
EMP008978,Eólica,PROJ015794,5296.06,1848.72,142.36,En desarrollo,142.36,5296.06,1848.72,0.08
EMP015019,Eólica,PROJ015795,9396.13,3773.7,222.28,En desarrollo,222.28,9396.13,3773.7,0.06
EMP023022,Solar,PROJ015796,7786.08,2002.94,84.3,En desarrollo,84.3,7786.08,2002.94,0.04
EMP006463,Solar,PROJ015797,1675.13,824.73,435.66,Finalizado,435.66,1675.13,824.73,0.53
EMP003845,Hidroeléctrica,PROJ015798,7061.15,58.33,326.75,En desarrollo,773.51,13705.88,1819.7,0.43
EMP001917,Solar,PROJ015799,7583.65,746.38,217.31,Finalizado,217.31,7583.65,746.38,0.29
EMP008881,Solar,PROJ015800,791.75,3947.79,219.24,Finalizado,219.24,791.75,3947.79,0.06
EMP024610,Hidroeléctrica,PROJ015801,3208.35,3817.42,255.9,Activo,550.51,3379.26,5992.44,0.09
EMP007044,Biomasa,PROJ015802,8652.35,3619.21,339.36,En desarrollo,582.38,14889.63,7068.78,0.08
EMP014539,Eólica,PROJ015803,4747.25,4215.91,491.7,Activo,491.7,4747.25,4215.91,0.12
EMP021763,Biomasa,PROJ015804,9295.38,3605.59,235.59,Activo,235.59,9295.38,3605.59,0.07
EMP003128,Hidroeléctrica,PROJ015805,8956.89,2239.71,87.85,En desarrollo,87.85,8956.89,2239.71,0.04
EMP002110,Geotérmica,PROJ015806,5913.55,1920.2,273.79,En desarrollo,273.79,5913.55,1920.2,0.14
EMP010922,Geotérmica,PROJ015807,3790.66,298.31,9.71,Finalizado,9.71,3790.66,298.31,0.03
EMP013746,Biomasa,PROJ015808,6473.51,3977.04,11.72,Finalizado,11.72,6473.51,3977.04,0.0
EMP015223,Biomasa,PROJ015809,3020.17,2965.03,253.05,En desarrollo,253.05,3020.17,2965.03,0.09
EMP015150,Eólica,PROJ015810,7971.01,2730.47,16.83,En desarrollo,16.83,7971.01,2730.47,0.01
EMP019620,Eólica,PROJ015811,3822.6,2408.11,111.51,En desarrollo,111.51,3822.6,2408.11,0.05
EMP014024,Eólica,PROJ015812,4493.97,246.72,470.26,Activo,470.26,4493.97,246.72,1.91
EMP009813,Solar,PROJ015813,5157.73,3337.45,250.74,Activo,250.74,5157.73,3337.45,0.08
EMP022517,Eólica,PROJ015814,6328.87,508.62,151.53,Activo,151.53,6328.87,508.62,0.3
EMP013757,Geotérmica,PROJ015815,4111.46,1815.65,61.38,Activo,286.07,9104.4,4737.28,0.06
EMP012480,Geotérmica,PROJ015816,5421.87,3015.58,382.57,En desarrollo,693.14,14915.26,7988.81,0.09
EMP008241,Hidroeléctrica,PROJ015817,6433.32,4195.7,219.42,En desarrollo,219.42,6433.32,4195.7,0.05
EMP019638,Solar,PROJ015818,1285.63,4756.85,199.22,En desarrollo,199.22,1285.63,4756.85,0.04
EMP014890,Solar,PROJ015819,6209.3,2306.14,453.4,Activo,453.4,6209.3,2306.14,0.2
EMP019193,Geotérmica,PROJ015820,5254.03,3341.02,314.74,En desarrollo,314.74,5254.03,3341.02,0.09
EMP008315,Hidroeléctrica,PROJ015821,1533.31,970.08,114.73,En desarrollo,114.73,1533.31,970.08,0.12
EMP000773,Biomasa,PROJ015822,4324.15,4731.78,467.52,En desarrollo,467.52,4324.15,4731.78,0.1
EMP020688,Biomasa,PROJ015823,3547.03,565.22,322.11,En desarrollo,322.11,3547.03,565.22,0.57
EMP022029,Eólica,PROJ015824,5147.06,3530.7,256.09,Finalizado,284.25,8216.35,4552.28,0.06
EMP001677,Eólica,PROJ015825,9555.72,205.08,414.24,En desarrollo,414.24,9555.72,205.08,2.02
EMP016884,Biomasa,PROJ015826,752.73,147.63,112.22,En desarrollo,290.72,3722.6,4599.28,0.06
EMP009999,Solar,PROJ015827,9067.18,2952.48,194.11,En desarrollo,194.11,9067.18,2952.48,0.07
EMP006863,Geotérmica,PROJ015828,5169.82,4988.1,151.26,Activo,151.26,5169.82,4988.1,0.03
EMP014042,Eólica,PROJ015829,7244.44,4520.28,18.68,En desarrollo,18.68,7244.44,4520.28,0.0
EMP013178,Hidroeléctrica,PROJ015830,8234.44,3390.73,217.91,Activo,217.91,8234.44,3390.73,0.06
EMP019668,Eólica,PROJ015831,3211.88,4931.11,188.94,En desarrollo,188.94,3211.88,4931.11,0.04
EMP009067,Solar,PROJ015832,138.98,401.53,330.94,Finalizado,330.94,138.98,401.53,0.82
EMP012640,Solar,PROJ015833,9219.82,212.94,77.25,En desarrollo,77.25,9219.82,212.94,0.36
EMP015541,Hidroeléctrica,PROJ015834,5862.94,25.02,423.25,Finalizado,423.25,5862.94,25.02,16.92
EMP022694,Biomasa,PROJ015835,3239.33,3838.27,323.74,En desarrollo,323.74,3239.33,3838.27,0.08
EMP001962,Eólica,PROJ015836,2182.77,3154.32,320.17,En desarrollo,320.17,2182.77,3154.32,0.1
EMP023814,Geotérmica,PROJ015837,4313.02,750.99,214.44,En desarrollo,214.44,4313.02,750.99,0.29
EMP015285,Eólica,PROJ015838,7948.49,1636.93,298.75,En desarrollo,298.75,7948.49,1636.93,0.18
EMP016575,Biomasa,PROJ015839,1692.02,2095.82,239.69,En desarrollo,239.69,1692.02,2095.82,0.11
EMP010977,Hidroeléctrica,PROJ015840,758.21,4608.0,360.91,Activo,360.91,758.21,4608.0,0.08
EMP010780,Hidroeléctrica,PROJ015841,8542.59,3710.77,483.55,Activo,483.55,8542.59,3710.77,0.13
EMP016922,Biomasa,PROJ015842,2523.31,2913.04,384.54,Finalizado,384.54,2523.31,2913.04,0.13
EMP014159,Geotérmica,PROJ015843,8986.5,2693.77,401.35,En desarrollo,401.35,8986.5,2693.77,0.15
EMP001687,Hidroeléctrica,PROJ015844,577.15,1424.73,118.76,Finalizado,118.76,577.15,1424.73,0.08
EMP023502,Hidroeléctrica,PROJ015845,702.7,4161.86,241.99,Finalizado,241.99,702.7,4161.86,0.06
EMP008649,Solar,PROJ015846,3431.69,2674.8,429.76,En desarrollo,429.76,3431.69,2674.8,0.16
EMP001109,Biomasa,PROJ015847,6133.21,3630.03,366.22,Finalizado,366.22,6133.21,3630.03,0.1
EMP016086,Biomasa,PROJ015848,8940.95,3402.28,159.43,Activo,159.43,8940.95,3402.28,0.05
EMP012596,Eólica,PROJ015849,7988.55,573.15,310.14,Activo,310.14,7988.55,573.15,0.54
EMP006764,Geotérmica,PROJ015850,8296.14,221.61,453.44,Activo,453.44,8296.14,221.61,2.05
EMP020405,Eólica,PROJ015851,7357.02,4972.44,58.85,Finalizado,389.32,9891.45,9505.56,0.04
EMP002531,Eólica,PROJ015852,1526.5,3211.21,333.62,Activo,333.62,1526.5,3211.21,0.1
EMP007212,Hidroeléctrica,PROJ015853,8740.07,3932.86,56.98,Activo,77.38,13573.42,6880.62,0.01
EMP016368,Solar,PROJ015854,9767.33,4961.45,187.41,Activo,296.82,11875.72,6225.2,0.05
EMP022564,Biomasa,PROJ015855,8239.15,4706.6,499.64,Activo,499.64,8239.15,4706.6,0.11
EMP014570,Geotérmica,PROJ015856,6998.37,4381.38,134.96,Finalizado,134.96,6998.37,4381.38,0.03
EMP020722,Geotérmica,PROJ015857,2514.9,1865.8,181.09,Activo,181.09,2514.9,1865.8,0.1
EMP009672,Solar,PROJ015858,1529.9,135.31,133.95,Activo,133.95,1529.9,135.31,0.99
EMP003245,Hidroeléctrica,PROJ015859,8044.1,286.25,131.31,En desarrollo,131.31,8044.1,286.25,0.46
EMP010341,Eólica,PROJ015860,6580.28,1745.19,340.63,Finalizado,340.63,6580.28,1745.19,0.2
EMP013750,Biomasa,PROJ015861,9795.37,3997.87,125.35,Finalizado,125.35,9795.37,3997.87,0.03
EMP001705,Hidroeléctrica,PROJ015862,4897.99,3776.34,286.28,En desarrollo,640.89,5003.65,4649.66,0.14
EMP016200,Biomasa,PROJ015863,9583.03,2314.55,252.01,En desarrollo,672.46,13318.98,5561.92,0.12
EMP001815,Hidroeléctrica,PROJ015864,8073.2,1540.36,373.29,En desarrollo,373.29,8073.2,1540.36,0.24
EMP003400,Eólica,PROJ015865,3438.29,4873.44,486.07,En desarrollo,486.07,3438.29,4873.44,0.1
EMP005387,Eólica,PROJ015866,205.09,1088.83,429.87,En desarrollo,715.54,17151.27,4655.99,0.15
EMP022748,Eólica,PROJ015867,8443.33,1947.41,455.21,Finalizado,455.21,8443.33,1947.41,0.23
EMP010939,Solar,PROJ015868,7225.58,2320.44,135.31,Finalizado,135.31,7225.58,2320.44,0.06
EMP020657,Eólica,PROJ015869,2023.31,4138.45,68.88,En desarrollo,68.88,2023.31,4138.45,0.02
EMP005576,Hidroeléctrica,PROJ015870,8209.78,3816.9,7.9,Finalizado,7.9,8209.78,3816.9,0.0
EMP023206,Eólica,PROJ015871,758.87,4836.62,31.39,Finalizado,31.39,758.87,4836.62,0.01
EMP011430,Biomasa,PROJ015872,1103.85,1682.35,261.02,Finalizado,261.02,1103.85,1682.35,0.16
EMP004955,Solar,PROJ015873,1566.49,2197.5,157.2,Activo,157.2,1566.49,2197.5,0.07
EMP017272,Eólica,PROJ015874,7363.11,3372.7,365.26,En desarrollo,365.26,7363.11,3372.7,0.11
EMP024040,Biomasa,PROJ015875,50.34,1175.95,445.59,Activo,445.59,50.34,1175.95,0.38
EMP004867,Solar,PROJ015876,2470.58,3489.15,461.69,En desarrollo,576.87,3298.62,6009.19,0.1
EMP012663,Hidroeléctrica,PROJ015877,6291.08,3460.28,152.68,Activo,152.68,6291.08,3460.28,0.04
EMP006681,Solar,PROJ015878,4179.83,4047.69,383.5,Finalizado,383.5,4179.83,4047.69,0.09
EMP016818,Solar,PROJ015879,5008.58,3698.32,106.32,Activo,106.32,5008.58,3698.32,0.03
EMP011741,Geotérmica,PROJ015880,3937.11,2285.15,25.68,Finalizado,313.06,12853.06,2336.53,0.13
EMP012449,Geotérmica,PROJ015881,9703.86,4498.25,57.7,Finalizado,72.01,14468.14,8932.34,0.01
EMP024334,Solar,PROJ015882,7792.03,4178.14,157.69,En desarrollo,157.69,7792.03,4178.14,0.04
EMP009818,Biomasa,PROJ015883,1072.61,3418.76,127.81,Finalizado,127.81,1072.61,3418.76,0.04
EMP016482,Solar,PROJ015884,2324.64,3944.12,55.01,Activo,55.01,2324.64,3944.12,0.01
EMP006312,Geotérmica,PROJ015885,304.62,4248.29,161.39,En desarrollo,161.39,304.62,4248.29,0.04
EMP014669,Geotérmica,PROJ015886,8927.52,3699.95,392.91,Finalizado,392.91,8927.52,3699.95,0.11
EMP018452,Eólica,PROJ015887,582.53,552.23,219.17,Finalizado,219.17,582.53,552.23,0.4
EMP013684,Hidroeléctrica,PROJ015888,3871.06,1211.48,448.45,Finalizado,448.45,3871.06,1211.48,0.37
EMP009476,Solar,PROJ015889,1110.76,994.07,101.26,Finalizado,101.26,1110.76,994.07,0.1
EMP016520,Geotérmica,PROJ015890,8420.07,4073.81,147.16,Activo,147.16,8420.07,4073.81,0.04
EMP017951,Eólica,PROJ015891,1156.77,3552.85,279.15,En desarrollo,279.15,1156.77,3552.85,0.08
