proyecto_id,empresa_id,tipo_energia,capacidad_generacion,reduccion_emisiones,costo_proyecto,estado_proyecto
PROJ009768,EMP011777,GeotÃ©rmica,9312.58,2361.26,230.62,Finalizado
PROJ009769,EMP002996,GeotÃ©rmica,5369.0,2609.23,446.62,En desarrollo
PROJ009770,EMP006174,GeotÃ©rmica,8656.19,2591.73,195.7,En desarrollo
PROJ009771,EMP023683,HidroelÃ©ctrica,2548.71,4132.57,242.61,En desarrollo
PROJ009772,EMP016294,EÃ³lica,7546.94,3769.38,387.13,En desarrollo
PROJ009773,EMP002203,HidroelÃ©ctrica,6329.98,3500.0,298.21,Finalizado
PROJ009774,EMP022034,GeotÃ©rmica,6577.73,539.88,423.39,Finalizado
PROJ009775,EMP007984,EÃ³lica,4259.3,4565.16,185.03,Activo
PROJ009776,EMP012560,HidroelÃ©ctrica,2362.57,4787.9,214.21,Finalizado
PROJ009777,EMP007136,GeotÃ©rmica,946.64,2130.91,335.05,Activo
PROJ009778,EMP012250,Solar,2054.17,42.42,12.15,En desarrollo
PROJ009779,EMP012520,GeotÃ©rmica,6942.59,4816.05,183.27,Finalizado
PROJ009780,EMP009557,GeotÃ©rmica,2185.73,2898.83,55.72,En desarrollo
PROJ009781,EMP014766,GeotÃ©rmica,4025.49,688.82,203.55,En desarrollo
PROJ009782,EMP001467,EÃ³lica,2941.8,4590.63,184.68,Activo
PROJ009783,EMP024505,EÃ³lica,506.21,2654.58,368.71,Finalizado
PROJ009784,EMP024438,Solar,5363.31,720.44,404.96,Activo
PROJ009785,EMP020432,GeotÃ©rmica,2276.87,2996.98,15.63,En desarrollo
PROJ009786,EMP018055,HidroelÃ©ctrica,955.38,2529.0,193.71,Activo
PROJ009787,EMP006612,Solar,1395.57,2596.9,158.97,En desarrollo
PROJ009788,EMP002406,EÃ³lica,1815.06,824.7,58.76,Finalizado
PROJ009789,EMP005214,EÃ³lica,2117.75,587.99,178.46,En desarrollo
PROJ009790,EMP011708,EÃ³lica,4324.83,2176.94,389.71,En desarrollo
PROJ009791,EMP002404,Solar,9159.09,1203.75,253.16,En desarrollo
PROJ009792,EMP009965,GeotÃ©rmica,1186.32,1407.4,270.67,Finalizado
PROJ009793,EMP012957,Biomasa,2726.61,3035.12,281.56,Finalizado
PROJ009794,EMP017701,Biomasa,4645.75,1182.27,303.36,Finalizado
PROJ009795,EMP009908,GeotÃ©rmica,2758.9,2361.6,183.54,Activo
PROJ009796,EMP023129,Biomasa,4631.82,1545.55,34.66,En desarrollo
PROJ009797,EMP007243,HidroelÃ©ctrica,6614.32,4561.52,13.22,En desarrollo
PROJ009798,EMP020719,GeotÃ©rmica,3827.76,543.92,58.07,Finalizado
PROJ009799,EMP008112,HidroelÃ©ctrica,8843.54,838.79,337.67,Finalizado
PROJ009800,EMP000649,HidroelÃ©ctrica,5238.0,4818.82,168.65,En desarrollo
PROJ009801,EMP009396,GeotÃ©rmica,3745.82,3895.8,167.07,Finalizado
PROJ009802,EMP002326,Biomasa,8790.17,3391.55,215.35,Finalizado
PROJ009803,EMP021649,HidroelÃ©ctrica,5746.99,913.42,58.1,Activo
PROJ009804,EMP020589,Solar,6725.86,2469.38,285.02,Activo
PROJ009805,EMP005729,EÃ³lica,568.52,780.93,348.2,En desarrollo
PROJ009806,EMP004811,GeotÃ©rmica,2796.56,2998.43,49.38,Activo
PROJ009807,EMP001677,Solar,4106.0,3152.13,450.25,Activo
PROJ009808,EMP004040,Solar,6845.61,4743.66,107.38,Activo
PROJ009809,EMP020870,EÃ³lica,4686.97,2492.34,222.48,En desarrollo
PROJ009810,EMP020106,Biomasa,5906.11,2063.62,409.89,Finalizado
PROJ009811,EMP000067,HidroelÃ©ctrica,3523.65,691.22,175.64,Activo
PROJ009812,EMP021445,Solar,9384.85,4928.27,417.89,Finalizado
PROJ009813,EMP004499,Solar,4754.28,400.56,457.1,Finalizado
PROJ009814,EMP018644,HidroelÃ©ctrica,721.49,373.95,400.29,En desarrollo
PROJ009815,EMP016106,Solar,3968.05,2038.21,458.97,En desarrollo
PROJ009816,EMP019720,Biomasa,1562.97,4699.33,233.28,Finalizado
PROJ009817,EMP011461,Solar,5412.05,3772.23,362.23,En desarrollo
PROJ009818,EMP022413,GeotÃ©rmica,171.0,3422.7,457.14,Activo
PROJ009819,EMP004841,EÃ³lica,8776.93,163.34,190.34,Finalizado
PROJ009820,EMP011046,Biomasa,8724.86,262.49,147.15,Finalizado
PROJ009821,EMP015762,HidroelÃ©ctrica,5543.37,3472.67,161.93,Activo
PROJ009822,EMP017713,EÃ³lica,9222.99,1142.22,204.33,En desarrollo
PROJ009823,EMP011208,Solar,5531.1,3407.36,276.44,Finalizado
PROJ009824,EMP016573,GeotÃ©rmica,6646.82,1367.85,422.43,Activo
PROJ009825,EMP001693,Biomasa,7125.58,2808.19,1.14,En desarrollo
PROJ009826,EMP014531,GeotÃ©rmica,1990.6,3083.37,230.64,Activo
PROJ009827,EMP010206,HidroelÃ©ctrica,4272.49,4792.31,129.82,Finalizado
PROJ009828,EMP019361,HidroelÃ©ctrica,9569.82,1174.29,206.41,En desarrollo
PROJ009829,EMP000177,GeotÃ©rmica,725.7,2306.61,391.86,Finalizado
PROJ009830,EMP007370,EÃ³lica,3118.59,1930.76,424.97,Finalizado
PROJ009831,EMP020734,Biomasa,2923.54,2116.4,146.37,Finalizado
PROJ009832,EMP014969,GeotÃ©rmica,5579.95,3757.67,346.37,Finalizado
PROJ009833,EMP007243,Solar,444.39,1675.28,477.04,En desarrollo
PROJ009834,EMP004546,HidroelÃ©ctrica,9907.66,3992.37,60.7,Activo
PROJ009835,EMP009010,Biomasa,3750.52,3166.4,315.76,Activo
PROJ009836,EMP021700,HidroelÃ©ctrica,5987.91,4528.16,55.27,Finalizado
PROJ009837,EMP013974,Solar,9835.19,2295.98,240.54,Finalizado
PROJ009838,EMP011228,GeotÃ©rmica,6707.6,2548.01,402.41,En desarrollo
PROJ009839,EMP017373,Solar,4292.43,1447.97,75.69,Finalizado
PROJ009840,EMP018477,Biomasa,4896.74,772.11,400.89,En desarrollo
PROJ009841,EMP001883,HidroelÃ©ctrica,3857.54,793.65,457.1,En desarrollo
PROJ009842,EMP020724,Biomasa,3347.91,232.4,333.88,Activo
PROJ009843,EMP007575,GeotÃ©rmica,3727.56,4141.6,192.17,En desarrollo
PROJ009844,EMP024287,GeotÃ©rmica,5536.72,790.88,288.92,Finalizado
PROJ009845,EMP019135,EÃ³lica,9932.2,2574.71,233.79,Activo
PROJ009846,EMP006818,Biomasa,4271.67,4168.83,340.29,En desarrollo
PROJ009847,EMP020209,HidroelÃ©ctrica,898.2,1685.26,57.92,Finalizado
PROJ009848,EMP009247,GeotÃ©rmica,4569.76,234.66,104.97,Activo
PROJ009849,EMP008644,HidroelÃ©ctrica,245.09,2086.58,356.13,Finalizado
PROJ009850,EMP018527,HidroelÃ©ctrica,2865.89,4222.32,3.28,Activo
PROJ009851,EMP005528,HidroelÃ©ctrica,3056.78,2315.55,8.63,Activo
PROJ009852,EMP006901,EÃ³lica,3861.98,4082.11,494.57,Activo
PROJ009853,EMP017815,HidroelÃ©ctrica,218.2,268.27,72.58,En desarrollo
PROJ009854,EMP020887,EÃ³lica,5272.35,2330.31,391.43,Finalizado
PROJ009855,EMP018876,Solar,1230.91,4260.9,494.99,Finalizado
PROJ009856,EMP010068,Solar,7400.55,1563.27,416.7,En desarrollo
PROJ009857,EMP019472,EÃ³lica,7798.56,2929.29,265.89,Finalizado
PROJ009858,EMP012098,GeotÃ©rmica,9802.7,3126.03,415.53,Activo
PROJ009859,EMP007393,HidroelÃ©ctrica,1960.53,3124.91,355.51,Activo
PROJ009860,EMP021080,Biomasa,2246.34,4804.59,63.74,Activo
PROJ009861,EMP018002,Solar,3137.39,2968.29,363.36,Finalizado
PROJ009862,EMP016267,Solar,3924.83,371.42,51.46,Activo
PROJ009863,EMP013585,GeotÃ©rmica,9300.99,4198.03,42.22,Finalizado
PROJ009864,EMP017892,HidroelÃ©ctrica,1711.97,4597.14,270.95,Activo
PROJ009865,EMP001003,GeotÃ©rmica,969.62,985.87,13.39,Activo
PROJ009866,EMP011802,EÃ³lica,7268.52,2450.53,257.0,Finalizado
PROJ009867,EMP010533,HidroelÃ©ctrica,8834.3,1679.17,362.6,Activo
PROJ009868,EMP018671,EÃ³lica,2674.25,282.12,335.47,Activo
PROJ009869,EMP001929,Solar,4998.08,4925.87,230.27,Finalizado
PROJ009870,EMP010957,EÃ³lica,1559.82,4490.66,158.74,Finalizado
PROJ009871,EMP017901,EÃ³lica,3201.28,2946.29,362.0,En desarrollo
PROJ009872,EMP014033,EÃ³lica,9078.54,77.95,301.38,Activo
PROJ009873,EMP015370,Biomasa,9761.49,1589.46,173.29,Activo
PROJ009874,EMP017452,Biomasa,6212.42,3123.66,156.15,Finalizado
PROJ009875,EMP002906,GeotÃ©rmica,3273.64,1512.84,94.95,Activo
PROJ009876,EMP003724,EÃ³lica,8280.46,4828.26,253.11,Activo
PROJ009877,EMP005034,Solar,7355.52,128.86,437.54,En desarrollo
PROJ009878,EMP023513,GeotÃ©rmica,4667.26,2682.4,483.84,En desarrollo
PROJ009879,EMP004364,Biomasa,8746.18,1529.16,10.83,Finalizado
PROJ009880,EMP015880,HidroelÃ©ctrica,6650.75,1192.28,310.86,Finalizado
PROJ009881,EMP020939,GeotÃ©rmica,9380.09,2104.98,236.85,Finalizado
PROJ009882,EMP015968,Biomasa,9422.98,2509.47,14.65,En desarrollo
PROJ009883,EMP001905,Solar,9155.99,2187.81,174.0,Finalizado
PROJ009884,EMP000318,GeotÃ©rmica,8761.42,3429.07,283.36,Finalizado
PROJ009885,EMP022161,GeotÃ©rmica,9026.7,2453.47,204.02,En desarrollo
PROJ009886,EMP009883,EÃ³lica,67.24,3471.74,175.54,Finalizado
PROJ009887,EMP021846,Biomasa,7451.65,1380.37,400.72,Finalizado
PROJ009888,EMP024412,GeotÃ©rmica,747.88,2331.29,214.92,Activo
PROJ009889,EMP014924,HidroelÃ©ctrica,9468.7,4468.94,386.56,Finalizado
PROJ009890,EMP009672,GeotÃ©rmica,5932.8,4628.52,437.89,Finalizado
PROJ009891,EMP020247,GeotÃ©rmica,1919.29,2450.93,313.22,Finalizado
PROJ009892,EMP012538,GeotÃ©rmica,3250.26,4780.81,343.17,En desarrollo
PROJ009893,EMP022579,GeotÃ©rmica,3551.5,702.69,112.43,En desarrollo
PROJ009894,EMP022998,Biomasa,4363.07,150.65,496.99,Finalizado
PROJ009895,EMP008052,Solar,6187.9,2360.96,61.8,Activo
PROJ009896,EMP008046,GeotÃ©rmica,9908.28,2989.03,415.84,En desarrollo
PROJ009897,EMP010956,Biomasa,1671.73,4965.63,205.65,Activo
PROJ009898,EMP024086,Biomasa,6164.89,2208.51,76.78,Finalizado
PROJ009899,EMP021505,HidroelÃ©ctrica,8189.99,1299.92,475.25,Activo
PROJ009900,EMP018663,Solar,9151.66,4904.43,301.73,Activo
PROJ009901,EMP012635,Biomasa,406.23,2193.2,170.3,En desarrollo
PROJ009902,EMP023408,HidroelÃ©ctrica,8026.17,3736.03,322.35,Finalizado
PROJ009903,EMP016336,EÃ³lica,1438.96,4120.04,340.66,En desarrollo
PROJ009904,EMP002100,EÃ³lica,3122.3,1035.37,225.92,Finalizado
PROJ009905,EMP012290,GeotÃ©rmica,2389.57,3096.84,289.55,Finalizado
PROJ009906,EMP005364,HidroelÃ©ctrica,3829.16,32.21,491.96,Finalizado
PROJ009907,EMP011752,HidroelÃ©ctrica,2471.69,3888.58,237.61,En desarrollo
PROJ009908,EMP015095,Solar,1367.0,2727.55,11.68,Finalizado
PROJ009909,EMP009011,Biomasa,246.94,2732.29,474.51,Activo
PROJ009910,EMP020175,GeotÃ©rmica,8849.01,2799.41,2.9,En desarrollo
PROJ009911,EMP003478,Biomasa,7365.14,917.84,358.2,Activo
PROJ009912,EMP009670,EÃ³lica,7868.54,4923.18,175.92,Finalizado
PROJ009913,EMP015833,GeotÃ©rmica,7186.45,2958.35,84.08,En desarrollo
PROJ009914,EMP011311,EÃ³lica,4789.56,4303.92,388.15,Finalizado
PROJ009915,EMP023198,GeotÃ©rmica,4429.05,4445.74,416.9,Activo
PROJ009916,EMP014758,EÃ³lica,4498.41,389.1,440.92,Finalizado
PROJ009917,EMP022326,EÃ³lica,925.88,2490.07,234.71,Activo
PROJ009918,EMP011695,HidroelÃ©ctrica,2302.68,2118.71,161.44,En desarrollo
PROJ009919,EMP018666,Biomasa,1698.02,2493.01,100.64,Finalizado
PROJ009920,EMP009052,EÃ³lica,4455.95,2051.27,39.41,Finalizado
PROJ009921,EMP020743,EÃ³lica,9102.76,1628.14,218.93,Finalizado
PROJ009922,EMP011785,GeotÃ©rmica,3028.5,3910.96,416.33,Finalizado
PROJ009923,EMP017204,Solar,9103.9,341.35,290.99,En desarrollo
PROJ009924,EMP000908,Biomasa,3745.84,1238.47,293.62,En desarrollo
PROJ009925,EMP012913,GeotÃ©rmica,3273.2,2257.92,363.48,En desarrollo
PROJ009926,EMP023188,Biomasa,1930.69,2201.78,156.24,Finalizado
PROJ009927,EMP024354,GeotÃ©rmica,8256.39,2590.12,308.55,Activo
PROJ009928,EMP011844,Biomasa,530.73,1920.6,415.79,Finalizado
PROJ009929,EMP003402,Biomasa,8481.42,773.21,181.67,En desarrollo
PROJ009930,EMP017058,EÃ³lica,5978.24,3838.15,160.84,Finalizado
PROJ009931,EMP007459,GeotÃ©rmica,247.8,2662.51,106.61,En desarrollo
PROJ009932,EMP003909,GeotÃ©rmica,4996.98,1602.96,123.01,Activo
PROJ009933,EMP008497,EÃ³lica,709.46,4886.57,407.93,Activo
PROJ009934,EMP017108,EÃ³lica,4816.33,2459.95,232.14,Activo
PROJ009935,EMP018303,HidroelÃ©ctrica,1421.32,390.54,418.8,Activo
PROJ009936,EMP019394,Solar,6854.16,1473.55,249.81,Activo
PROJ009937,EMP006733,Solar,5064.31,4944.79,253.97,En desarrollo
PROJ009938,EMP005617,GeotÃ©rmica,3675.13,3581.46,192.76,En desarrollo
PROJ009939,EMP024074,HidroelÃ©ctrica,3200.0,4502.8,144.91,En desarrollo
PROJ009940,EMP014955,GeotÃ©rmica,8371.87,2132.3,457.28,Activo
PROJ009941,EMP001322,EÃ³lica,6155.51,1270.88,465.4,En desarrollo
PROJ009942,EMP024311,Biomasa,5153.54,2938.46,133.56,Finalizado
PROJ009943,EMP020407,Biomasa,7520.13,362.2,136.6,Finalizado
PROJ009944,EMP005620,GeotÃ©rmica,4503.47,2465.28,487.53,En desarrollo
PROJ009945,EMP017691,EÃ³lica,2315.46,4242.15,156.38,En desarrollo
PROJ009946,EMP011853,GeotÃ©rmica,8294.92,1670.03,303.16,Activo
PROJ009947,EMP024532,Solar,6064.23,4884.56,40.23,Finalizado
PROJ009948,EMP006227,EÃ³lica,9637.12,2982.82,42.36,En desarrollo
PROJ009949,EMP010162,HidroelÃ©ctrica,2690.71,3387.6,375.02,Finalizado
PROJ009950,EMP013781,GeotÃ©rmica,8794.6,1893.22,260.43,Activo
PROJ009951,EMP022407,HidroelÃ©ctrica,9544.76,4891.03,234.77,Finalizado
PROJ009952,EMP011221,EÃ³lica,7169.41,590.81,160.67,Activo
PROJ009953,EMP024339,Biomasa,8724.09,555.36,272.84,Finalizado
PROJ009954,EMP008723,HidroelÃ©ctrica,5123.12,4753.4,312.75,En desarrollo
PROJ009955,EMP024570,HidroelÃ©ctrica,3259.75,1619.18,462.97,Finalizado
PROJ009956,EMP006212,Biomasa,4803.95,3361.19,317.99,En desarrollo
PROJ009957,EMP010352,GeotÃ©rmica,9114.08,204.16,96.24,Finalizado
PROJ009958,EMP003651,Biomasa,6703.57,4240.97,274.23,En desarrollo
PROJ009959,EMP009271,Solar,1046.24,4595.84,418.08,Activo
PROJ009960,EMP013958,GeotÃ©rmica,2651.85,464.16,227.74,Activo
PROJ009961,EMP009818,EÃ³lica,4285.49,2349.45,106.34,Finalizado
PROJ009962,EMP023589,HidroelÃ©ctrica,1783.04,3782.44,381.47,Activo
PROJ009963,EMP013196,EÃ³lica,7033.82,45.94,331.25,Finalizado
PROJ009964,EMP018158,Biomasa,1026.54,3541.46,255.75,Activo
PROJ009965,EMP012051,HidroelÃ©ctrica,5453.29,4371.56,242.2,Activo
PROJ009966,EMP022703,GeotÃ©rmica,3330.94,1805.93,482.19,Activo
PROJ009967,EMP001345,Biomasa,6768.31,772.3,355.29,Finalizado
PROJ009968,EMP000155,Biomasa,1304.85,4912.7,126.67,Finalizado
PROJ009969,EMP024428,EÃ³lica,1874.55,1137.08,199.98,En desarrollo
PROJ009970,EMP022328,Biomasa,8196.48,670.36,215.35,Activo
PROJ009971,EMP010599,Biomasa,7190.12,3109.61,385.53,Finalizado
PROJ009972,EMP020573,HidroelÃ©ctrica,1544.63,1946.28,217.44,Activo
PROJ009973,EMP012452,HidroelÃ©ctrica,3479.88,2364.33,444.16,Finalizado
PROJ009974,EMP011757,GeotÃ©rmica,1779.2,3165.71,138.83,Activo
PROJ009975,EMP018437,Biomasa,5948.15,4993.48,251.05,Activo
PROJ009976,EMP011326,Solar,9448.64,720.62,382.46,Finalizado
PROJ009977,EMP015261,HidroelÃ©ctrica,470.46,2371.41,328.14,Finalizado
PROJ009978,EMP007612,Biomasa,9127.62,2112.63,481.53,Finalizado
PROJ009979,EMP021210,EÃ³lica,4735.45,2586.73,55.9,Activo
PROJ009980,EMP013021,HidroelÃ©ctrica,1603.56,899.42,214.99,Activo
PROJ009981,EMP019224,EÃ³lica,5167.14,4641.59,59.35,Finalizado
PROJ009982,EMP001345,EÃ³lica,3675.21,2453.15,84.35,Activo
PROJ009983,EMP005754,HidroelÃ©ctrica,2482.06,4558.11,209.54,En desarrollo
PROJ009984,EMP016844,GeotÃ©rmica,8273.7,3428.23,444.43,En desarrollo
PROJ009985,EMP005355,Biomasa,9502.72,377.85,336.44,Finalizado
PROJ009986,EMP006117,EÃ³lica,8233.63,4037.42,116.17,Activo
PROJ009987,EMP004018,Biomasa,5614.63,1504.15,296.86,Activo
PROJ009988,EMP019790,Biomasa,1923.59,3284.43,309.49,Activo
PROJ009989,EMP004841,Biomasa,7254.75,4170.79,240.35,Finalizado
PROJ009990,EMP008655,EÃ³lica,4373.91,163.23,430.27,En desarrollo
PROJ009991,EMP009363,Biomasa,5535.73,3141.99,96.73,Finalizado
PROJ009992,EMP018595,HidroelÃ©ctrica,2825.02,1585.64,285.8,Activo
PROJ009993,EMP003617,Solar,7531.8,719.58,110.07,Finalizado
PROJ009994,EMP006076,HidroelÃ©ctrica,5780.2,1621.74,110.84,Activo
PROJ009995,EMP013130,Biomasa,1609.37,1779.29,154.99,Finalizado
PROJ009996,EMP013112,EÃ³lica,8468.64,4731.25,161.93,Activo
PROJ009997,EMP000293,EÃ³lica,2910.3,4563.29,114.64,Finalizado
PROJ009998,EMP013533,EÃ³lica,7774.35,2449.87,39.65,En desarrollo
PROJ009999,EMP021606,GeotÃ©rmica,9354.53,3992.02,138.24,Finalizado
PROJ010000,EMP020667,Biomasa,4797.91,2476.78,146.22,Finalizado
PROJ010001,EMP018286,HidroelÃ©ctrica,1058.34,3684.26,387.94,Finalizado
PROJ010002,EMP023335,EÃ³lica,5390.9,1600.27,8.53,En desarrollo
PROJ010003,EMP002003,HidroelÃ©ctrica,9555.06,1434.19,200.49,En desarrollo
PROJ010004,EMP005229,HidroelÃ©ctrica,3386.85,1783.53,132.99,Activo
PROJ010005,EMP020819,Solar,8840.33,316.56,169.52,Finalizado
PROJ010006,EMP015456,GeotÃ©rmica,4240.9,83.46,110.2,Finalizado
PROJ010007,EMP017713,EÃ³lica,388.24,1799.51,195.57,En desarrollo
PROJ010008,EMP017061,HidroelÃ©ctrica,9396.06,647.43,408.68,Finalizado
PROJ010009,EMP024125,HidroelÃ©ctrica,4019.43,599.82,165.79,Activo
PROJ010010,EMP007507,HidroelÃ©ctrica,2781.39,2541.76,262.21,En desarrollo
PROJ010011,EMP008431,Biomasa,350.79,414.54,174.27,Activo
PROJ010012,EMP007221,HidroelÃ©ctrica,7867.11,1612.51,293.99,Activo
PROJ010013,EMP009764,HidroelÃ©ctrica,9153.8,958.31,369.39,En desarrollo
PROJ010014,EMP011396,Solar,7930.19,846.32,302.74,Finalizado
PROJ010015,EMP017786,EÃ³lica,7411.61,541.49,340.74,Finalizado
PROJ010016,EMP005890,Solar,6646.31,2722.21,495.39,En desarrollo
PROJ010017,EMP006446,Solar,3009.3,4461.19,338.77,Finalizado
PROJ010018,EMP017177,HidroelÃ©ctrica,2279.71,2516.91,125.5,Activo
PROJ010019,EMP014685,HidroelÃ©ctrica,1649.8,109.83,25.02,Activo
PROJ010020,EMP013348,GeotÃ©rmica,4693.46,3565.42,91.56,Finalizado
PROJ010021,EMP020007,EÃ³lica,4910.25,2292.43,490.7,En desarrollo
PROJ010022,EMP011841,EÃ³lica,5232.58,2345.17,4.57,Activo
PROJ010023,EMP016620,Solar,4497.35,1982.25,131.64,Finalizado
PROJ010024,EMP009763,EÃ³lica,8019.27,1498.55,143.74,Finalizado
PROJ010025,EMP013420,HidroelÃ©ctrica,3293.98,4076.4,440.93,En desarrollo
PROJ010026,EMP022081,EÃ³lica,5253.51,4743.93,496.65,Activo
PROJ010027,EMP022838,Biomasa,88.27,3265.19,42.76,Activo
PROJ010028,EMP007513,EÃ³lica,7232.6,3944.41,470.19,Activo
PROJ010029,EMP017408,GeotÃ©rmica,2348.34,230.13,133.54,Activo
PROJ010030,EMP010637,Solar,7557.0,1898.87,452.19,En desarrollo
PROJ010031,EMP005041,Biomasa,2205.92,1031.94,350.08,Finalizado
PROJ010032,EMP019433,Solar,5561.53,4461.16,113.12,En desarrollo
PROJ010033,EMP011719,EÃ³lica,7361.36,3049.73,340.93,En desarrollo
PROJ010034,EMP007334,Solar,1480.71,3254.54,396.95,Activo
PROJ010035,EMP020331,Biomasa,5331.93,699.66,342.65,Finalizado
PROJ010036,EMP003593,Solar,5216.86,1282.59,487.59,Finalizado
PROJ010037,EMP010655,Biomasa,3124.35,4596.11,243.02,Finalizado
PROJ010038,EMP007989,GeotÃ©rmica,3263.61,2987.61,291.45,Finalizado
PROJ010039,EMP000889,Solar,2625.45,4296.99,285.68,En desarrollo
PROJ010040,EMP005037,GeotÃ©rmica,3851.09,492.38,457.95,Finalizado
PROJ010041,EMP013641,HidroelÃ©ctrica,8405.59,1415.46,448.98,En desarrollo
PROJ010042,EMP022426,HidroelÃ©ctrica,2245.83,3148.66,438.18,Finalizado
PROJ010043,EMP021750,Biomasa,6222.2,485.09,358.4,Activo
PROJ010044,EMP020983,HidroelÃ©ctrica,6619.95,4290.05,176.24,Activo
PROJ010045,EMP011033,GeotÃ©rmica,3265.07,3465.61,14.57,En desarrollo
PROJ010046,EMP013219,HidroelÃ©ctrica,6724.89,4001.92,128.42,Finalizado
PROJ010047,EMP008550,EÃ³lica,4581.91,18.33,170.71,Activo
PROJ010048,EMP008550,Biomasa,4722.28,3884.53,485.93,Activo
PROJ010049,EMP022657,HidroelÃ©ctrica,7534.81,3512.7,162.73,Activo
PROJ010050,EMP008600,EÃ³lica,652.47,2448.19,48.36,Finalizado
PROJ010051,EMP024064,Solar,1179.15,406.37,248.9,Activo
PROJ010052,EMP017903,Biomasa,6804.33,2037.21,228.75,Finalizado
PROJ010053,EMP007501,HidroelÃ©ctrica,2752.65,3679.51,424.01,Finalizado
PROJ010054,EMP020129,Solar,6146.82,280.84,126.92,Finalizado
PROJ010055,EMP009409,Solar,2396.34,553.61,242.43,En desarrollo
PROJ010056,EMP002859,GeotÃ©rmica,2249.54,864.13,161.58,Finalizado
PROJ010057,EMP017831,GeotÃ©rmica,2165.66,438.7,370.76,Finalizado
PROJ010058,EMP011560,Solar,6518.61,376.69,122.54,Activo
PROJ010059,EMP001014,Biomasa,3658.6,3480.09,423.9,Finalizado
PROJ010060,EMP008149,Solar,8757.62,3892.97,91.97,Activo
PROJ010061,EMP015019,HidroelÃ©ctrica,8547.23,4764.21,391.8,Activo
PROJ010062,EMP009783,HidroelÃ©ctrica,9972.44,1500.47,100.69,En desarrollo
PROJ010063,EMP014703,HidroelÃ©ctrica,8373.23,585.86,87.69,Finalizado
PROJ010064,EMP016327,EÃ³lica,8594.28,3371.22,439.36,Activo
PROJ010065,EMP005048,GeotÃ©rmica,6594.39,2566.62,457.66,Activo
PROJ010066,EMP002658,HidroelÃ©ctrica,989.25,1365.12,211.57,En desarrollo
PROJ010067,EMP019527,EÃ³lica,7052.03,618.8,186.91,Finalizado
PROJ010068,EMP017534,HidroelÃ©ctrica,6253.36,2733.12,50.61,Activo
PROJ010069,EMP005449,GeotÃ©rmica,4913.09,2299.07,60.7,En desarrollo
PROJ010070,EMP005598,HidroelÃ©ctrica,9946.2,3515.24,425.85,En desarrollo
PROJ010071,EMP001144,Biomasa,4778.47,706.37,250.27,En desarrollo
PROJ010072,EMP014846,Biomasa,6604.33,1159.73,317.47,Finalizado
PROJ010073,EMP020519,GeotÃ©rmica,3848.57,46.55,46.62,Activo
PROJ010074,EMP009591,Biomasa,220.87,3578.04,241.25,Finalizado
PROJ010075,EMP020053,Solar,7703.64,1948.79,495.15,Activo
PROJ010076,EMP013210,Solar,3457.27,436.96,93.34,En desarrollo
PROJ010077,EMP015077,HidroelÃ©ctrica,7835.11,2221.99,182.92,Finalizado
PROJ010078,EMP008877,EÃ³lica,3757.96,400.69,353.3,Activo
PROJ010079,EMP022890,Biomasa,6952.71,4341.93,73.87,En desarrollo
PROJ010080,EMP014796,Solar,7844.54,2794.45,106.27,En desarrollo
PROJ010081,EMP004002,GeotÃ©rmica,6929.6,1854.05,388.76,En desarrollo
PROJ010082,EMP017947,GeotÃ©rmica,7626.56,604.61,11.51,En desarrollo
PROJ010083,EMP006243,HidroelÃ©ctrica,5261.02,428.87,242.79,Activo
PROJ010084,EMP000080,Biomasa,2336.18,2726.68,252.15,Activo
PROJ010085,EMP011623,Biomasa,1931.76,1922.53,341.78,Activo
PROJ010086,EMP016544,HidroelÃ©ctrica,1938.56,477.25,441.14,Finalizado
PROJ010087,EMP008375,EÃ³lica,1062.86,1666.25,234.77,Finalizado
PROJ010088,EMP020080,GeotÃ©rmica,4842.87,4333.56,147.42,Activo
PROJ010089,EMP017603,Solar,6685.21,3622.54,169.32,En desarrollo
PROJ010090,EMP002599,GeotÃ©rmica,9125.9,2777.74,16.44,Finalizado
PROJ010091,EMP011987,EÃ³lica,4797.04,1253.36,393.28,Activo
PROJ010092,EMP005999,Solar,8696.8,4989.66,271.11,En desarrollo
PROJ010093,EMP020976,Solar,6522.36,1207.88,461.34,Finalizado
PROJ010094,EMP010967,EÃ³lica,270.54,3035.6,361.53,En desarrollo
PROJ010095,EMP006265,Biomasa,5229.56,533.28,337.82,En desarrollo
PROJ010096,EMP022472,HidroelÃ©ctrica,4228.52,4113.02,102.81,Activo
PROJ010097,EMP020619,GeotÃ©rmica,9715.87,337.79,358.83,Finalizado
PROJ010098,EMP023492,Solar,8895.53,3508.95,237.52,En desarrollo
PROJ010099,EMP022152,Solar,9343.3,938.53,217.85,Finalizado
PROJ010100,EMP007125,Biomasa,7260.95,3748.08,445.85,Finalizado
PROJ010101,EMP006691,Solar,3774.42,741.08,97.54,Finalizado
PROJ010102,EMP010776,Solar,762.16,35.62,279.48,Activo
PROJ010103,EMP020523,HidroelÃ©ctrica,1308.95,2098.81,201.63,Activo
PROJ010104,EMP007413,EÃ³lica,1361.87,47.9,324.11,Finalizado
PROJ010105,EMP018127,HidroelÃ©ctrica,3852.56,3827.1,324.69,Finalizado
PROJ010106,EMP010818,Solar,4733.85,4134.9,271.7,Activo
PROJ010107,EMP014881,Biomasa,4085.32,140.47,177.73,En desarrollo
